4022-10-23-10192000:1.775;3.150;-18.571;-0.310;-0.237;0.408;0.995;-0.067;-0.080;-0.001
4022-10-23-10192000:1.759;3.138;-18.550;-0.312;-0.239;0.410;0.995;-0.067;-0.080;-0.001
4022-10-23-10192000:1.736;3.121;-18.520;-0.315;-0.242;0.414;0.995;-0.067;-0.080;-0.001
4022-10-23-10192000:1.718;3.107;-18.497;-0.317;-0.244;0.417;0.995;-0.067;-0.080;-0.001
4022-10-23-10192100:1.075;2.555;-17.712;-0.548;-0.443;0.612;0.995;-0.067;-0.080;-0.001
4022-10-23-10192100:1.041;2.527;-17.673;-0.553;-0.447;0.617;0.995;-0.067;-0.080;-0.001
4022-10-23-10192100:1.005;2.498;-17.633;-0.557;-0.450;0.622;0.995;-0.067;-0.080;-0.001
4022-10-23-10192100:0.970;2.469;-17.593;-0.562;-0.454;0.628;0.995;-0.067;-0.080;-0.001
4022-10-23-10192100:0.930;2.438;-17.550;-0.567;-0.459;0.633;0.995;-0.067;-0.080;-0.001
4022-10-23-10192100:0.901;2.414;-17.517;-0.571;-0.462;0.636;0.995;-0.067;-0.081;-0.001
4022-10-23-10192100:0.868;2.387;-17.480;-0.575;-0.466;0.641;0.995;-0.067;-0.080;-0.001
4022-10-23-10192100:0.828;2.355;-17.435;-0.580;-0.469;0.647;0.995;-0.067;-0.080;-0.001
4022-10-23-10192100:0.789;2.323;-17.392;-0.585;-0.473;0.652;0.995;-0.067;-0.080;-0.001
4022-10-23-10192100:0.750;2.292;-17.348;-0.590;-0.477;0.657;0.995;-0.067;-0.080;-0.001
4022-10-23-10192100:0.717;2.265;-17.312;-0.595;-0.481;0.661;0.995;-0.067;-0.080;-0.001
4022-10-23-10192100:0.679;2.234;-17.269;-0.600;-0.484;0.666;0.995;-0.067;-0.080;-0.001
4022-10-23-10192100:0.639;2.202;-17.225;-0.605;-0.489;0.671;0.995;-0.067;-0.080;-0.001
4022-10-23-10192100:0.599;2.169;-17.181;-0.610;-0.493;0.676;0.995;-0.067;-0.080;-0.001
4022-10-23-10192100:0.563;2.141;-17.141;-0.615;-0.496;0.681;0.995;-0.067;-0.080;-0.001
4022-10-23-10192200:0.111;1.761;-16.382;-0.772;-0.628;0.868;0.995;-0.067;-0.080;-0.001
4022-10-23-10192200:0.064;1.722;-16.329;-0.778;-0.633;0.875;0.995;-0.067;-0.080;-0.001
4022-10-23-10192200:0.012;1.680;-16.271;-0.785;-0.639;0.882;0.995;-0.067;-0.080;-0.001
4022-10-23-10192200:-0.034;1.642;-16.219;-0.791;-0.644;0.888;0.995;-0.067;-0.080;-0.001
4022-10-23-10192200:-0.090;1.597;-16.156;-0.797;-0.650;0.896;0.995;-0.067;-0.080;-0.001
4022-10-23-10192200:-0.134;1.561;-16.107;-0.803;-0.655;0.901;0.995;-0.067;-0.080;-0.001
4022-10-23-10192200:-0.187;1.518;-16.047;-0.809;-0.660;0.908;0.995;-0.067;-0.080;-0.001
4022-10-23-10192200:-0.239;1.475;-15.989;-0.816;-0.665;0.914;0.995;-0.067;-0.080;-0.001
4022-10-23-10192200:-0.295;1.430;-15.926;-0.824;-0.671;0.922;0.995;-0.067;-0.080;-0.001
4022-10-23-10192200:-0.338;1.395;-15.878;-0.830;-0.675;0.927;0.995;-0.067;-0.080;-0.001
4022-10-23-10192200:-0.393;1.350;-15.817;-0.837;-0.681;0.934;0.995;-0.067;-0.080;-0.001
4022-10-23-10192200:-0.448;1.306;-15.756;-0.843;-0.686;0.940;0.995;-0.067;-0.080;-0.001
4022-10-23-10192200:-0.506;1.258;-15.691;-0.851;-0.693;0.947;0.995;-0.067;-0.080;-0.001
4022-10-23-10192200:-0.550;1.222;-15.642;-0.856;-0.697;0.954;0.995;-0.067;-0.080;-0.001
4022-10-23-10192200:-0.611;1.172;-15.574;-0.864;-0.703;0.960;0.995;-0.067;-0.080;-0.001
4022-10-23-10192200:-0.661;1.132;-15.519;-0.870;-0.708;0.966;0.995;-0.067;-0.080;-0.001
4022-10-23-10192300:-0.805;0.980;-14.980;-0.906;-0.751;1.090;0.995;-0.067;-0.080;-0.001
4022-10-23-10192300:-0.856;0.939;-14.920;-0.912;-0.755;1.097;0.995;-0.067;-0.080;-0.001
4022-10-23-10192300:-0.921;0.885;-14.842;-0.920;-0.762;1.106;0.995;-0.067;-0.080;-0.001
4022-10-23-10192300:-0.983;0.833;-14.767;-0.927;-0.768;1.115;0.995;-0.067;-0.080;-0.001
4022-10-23-10192300:-1.048;0.779;-14.688;-0.935;-0.774;1.123;0.995;-0.067;-0.080;-0.001
4022-10-23-10192300:-1.096;0.740;-14.631;-0.940;-0.779;1.129;0.995;-0.067;-0.080;-0.001
4022-10-23-10192300:-1.154;0.691;-14.561;-0.947;-0.784;1.137;0.995;-0.067;-0.080;-0.001
4022-10-23-10192300:-1.220;0.637;-14.482;-0.954;-0.790;1.144;0.995;-0.067;-0.080;-0.001
4022-10-23-10192300:-1.283;0.584;-14.406;-0.961;-0.797;1.152;0.995;-0.067;-0.080;-0.001
4022-10-23-10192300:-1.345;0.533;-14.332;-0.968;-0.803;1.159;0.995;-0.067;-0.080;-0.001
4022-10-23-10192300:-1.402;0.486;-14.264;-0.974;-0.809;1.166;0.995;-0.067;-0.080;-0.001
4022-10-23-10192300:-1.463;0.436;-14.191;-0.980;-0.814;1.173;0.995;-0.067;-0.080;-0.001
4022-10-23-10192300:-1.518;0.390;-14.125;-0.986;-0.820;1.180;0.995;-0.067;-0.080;-0.001
4022-10-23-10192300:-1.582;0.336;-14.048;-0.993;-0.826;1.188;0.995;-0.067;-0.080;-0.001
4022-10-23-10192300:-1.657;0.274;-13.958;-1.000;-0.832;1.197;0.995;-0.067;-0.080;-0.001
4022-10-23-10192300:-1.710;0.230;-13.896;-1.006;-0.837;1.202;0.995;-0.067;-0.080;-0.001
4022-10-23-10192400:-1.634;0.251;-13.629;-0.960;-0.814;1.257;0.995;-0.067;-0.080;-0.001
4022-10-23-10192400:-1.695;0.200;-13.550;-0.966;-0.820;1.265;0.995;-0.067;-0.080;-0.001
4022-10-23-10192400:-1.751;0.152;-13.476;-0.971;-0.824;1.273;0.995;-0.067;-0.080;-0.001
4022-10-23-10192400:-1.811;0.101;-13.397;-0.978;-0.829;1.280;0.995;-0.067;-0.080;-0.001
4022-10-23-10192400:-1.870;0.051;-13.320;-0.984;-0.835;1.286;0.995;-0.067;-0.080;-0.001
4022-10-23-10192400:-1.937;-0.006;-13.232;-0.989;-0.841;1.294;0.995;-0.067;-0.080;-0.001
4022-10-23-10192400:-2.005;-0.063;-13.144;-0.996;-0.847;1.302;0.995;-0.067;-0.080;-0.001
4022-10-23-10192400:-2.057;-0.108;-13.075;-1.001;-0.851;1.309;0.995;-0.067;-0.080;-0.001
4022-10-23-10192400:-2.123;-0.164;-12.990;-1.007;-0.857;1.316;0.995;-0.067;-0.080;-0.001
4022-10-23-10192400:-2.189;-0.220;-12.904;-1.013;-0.862;1.324;0.995;-0.067;-0.080;-0.001
4022-10-23-10192400:-2.258;-0.279;-12.814;-1.019;-0.868;1.332;0.995;-0.067;-0.080;-0.001
4022-10-23-10192400:-2.324;-0.335;-12.727;-1.026;-0.874;1.340;0.995;-0.067;-0.080;-0.001
4022-10-23-10192400:-2.382;-0.384;-12.651;-1.031;-0.879;1.346;0.995;-0.067;-0.080;-0.001
4022-10-23-10192400:-2.446;-0.439;-12.568;-1.037;-0.884;1.354;0.995;-0.067;-0.080;-0.001
4022-10-23-10192400:-2.517;-0.500;-12.474;-1.044;-0.890;1.362;0.995;-0.067;-0.081;-0.001
4022-10-23-10192400:-2.571;-0.545;-12.405;-1.049;-0.894;1.368;0.995;-0.067;-0.081;-0.001
4022-10-23-10192500:-2.432;-0.464;-12.215;-0.981;-0.850;1.404;0.995;-0.067;-0.081;-0.001
4022-10-23-10192500:-2.501;-0.523;-12.117;-0.987;-0.855;1.412;0.995;-0.067;-0.081;-0.001
4022-10-23-10192500:-2.560;-0.575;-12.032;-0.992;-0.860;1.419;0.995;-0.067;-0.081;-0.001
4022-10-23-10192500:-2.623;-0.629;-11.942;-0.997;-0.865;1.426;0.994;-0.067;-0.081;-0.001
4022-10-23-10192500:-2.685;-0.683;-11.853;-1.003;-0.870;1.435;0.994;-0.067;-0.081;-0.001
4022-10-23-10192500:-2.749;-0.739;-11.761;-1.008;-0.876;1.443;0.995;-0.067;-0.081;-0.001
4022-10-23-10192500:-2.818;-0.798;-11.664;-1.015;-0.881;1.450;0.994;-0.067;-0.081;-0.001
4022-10-23-10192500:-2.884;-0.856;-11.569;-1.020;-0.886;1.458;0.994;-0.067;-0.081;-0.001
4022-10-23-10192500:-2.941;-0.905;-11.488;-1.025;-0.891;1.465;0.994;-0.067;-0.081;-0.001
4022-10-23-10192500:-3.005;-0.961;-11.396;-1.031;-0.895;1.474;0.994;-0.067;-0.081;-0.001
4022-10-23-10192500:-3.077;-1.023;-11.293;-1.037;-0.900;1.482;0.994;-0.067;-0.081;-0.001
4022-10-23-10192500:-3.131;-1.070;-11.215;-1.042;-0.905;1.488;0.994;-0.067;-0.081;-0.001
4022-10-23-10192500:-3.204;-1.133;-11.112;-1.048;-0.910;1.497;0.994;-0.067;-0.081;-0.001
4022-10-23-10192500:-3.264;-1.186;-11.025;-1.054;-0.914;1.504;0.994;-0.067;-0.081;-0.001
4022-10-23-10192500:-3.338;-1.250;-10.920;-1.060;-0.919;1.513;0.994;-0.067;-0.081;-0.001
4022-10-23-10192500:-3.392;-1.297;-10.842;-1.064;-0.923;1.518;0.994;-0.067;-0.081;-0.001
4022-10-23-10192600:-3.083;-1.028;-10.822;-0.931;-0.808;1.506;0.994;-0.067;-0.081;-0.001
4022-10-23-10192600:-3.143;-1.080;-10.724;-0.935;-0.811;1.514;0.994;-0.067;-0.081;-0.001
4022-10-23-10192600:-3.201;-1.131;-10.630;-0.939;-0.815;1.522;0.994;-0.067;-0.081;-0.001
4022-10-23-10192600:-3.267;-1.188;-10.523;-0.944;-0.819;1.531;0.994;-0.067;-0.081;-0.001
4022-10-23-10192600:-3.319;-1.233;-10.438;-0.947;-0.822;1.539;0.994;-0.067;-0.081;-0.001
4022-10-23-10192600:-3.384;-1.289;-10.334;-0.951;-0.826;1.547;0.994;-0.067;-0.081;-0.001
4022-10-23-10192600:-3.445;-1.342;-10.235;-0.956;-0.830;1.554;0.994;-0.067;-0.081;-0.001
4022-10-23-10192600:-3.499;-1.390;-10.146;-0.961;-0.834;1.561;0.994;-0.067;-0.081;-0.001
4022-10-23-10192600:-3.566;-1.448;-10.038;-0.965;-0.837;1.570;0.994;-0.067;-0.081;-0.001
4022-10-23-10192600:-3.626;-1.500;-9.939;-0.970;-0.841;1.577;0.995;-0.067;-0.080;-0.001
4022-10-23-10192600:-3.686;-1.552;-9.842;-0.974;-0.844;1.584;0.995;-0.067;-0.080;-0.001
4022-10-23-10192600:-3.741;-1.600;-9.752;-0.977;-0.847;1.591;0.995;-0.067;-0.080;-0.001
4022-10-23-10192600:-3.806;-1.656;-9.647;-0.982;-0.851;1.599;0.995;-0.067;-0.080;-0.001
4022-10-23-10192600:-3.872;-1.713;-9.539;-0.987;-0.855;1.607;0.995;-0.067;-0.080;-0.001
4022-10-23-10192600:-3.929;-1.762;-9.448;-0.991;-0.859;1.614;0.995;-0.067;-0.080;-0.001
4022-10-23-10192600:-3.993;-1.818;-9.342;-0.995;-0.863;1.621;0.995;-0.067;-0.080;-0.001
4022-10-23-10192700:-3.608;-1.472;-9.481;-0.835;-0.720;1.567;0.995;-0.067;-0.080;-0.001
4022-10-23-10192700:-3.662;-1.519;-9.380;-0.837;-0.722;1.575;0.995;-0.067;-0.080;-0.001
4022-10-23-10192700:-3.718;-1.568;-9.274;-0.840;-0.724;1.582;0.995;-0.067;-0.080;-0.001
4022-10-23-10192700:-3.762;-1.606;-9.191;-0.841;-0.726;1.589;0.995;-0.067;-0.080;-0.001
4022-10-23-10192700:-3.827;-1.661;-9.068;-0.845;-0.729;1.597;0.995;-0.067;-0.080;-0.001
4022-10-23-10192700:-3.870;-1.699;-8.987;-0.846;-0.731;1.603;0.995;-0.067;-0.080;-0.001
4022-10-23-10192700:-3.922;-1.743;-8.889;-0.849;-0.733;1.611;0.995;-0.067;-0.080;-0.001
4022-10-23-10192700:-3.979;-1.793;-8.780;-0.851;-0.735;1.619;0.995;-0.067;-0.080;-0.001
4022-10-23-10192700:-4.033;-1.839;-8.678;-0.853;-0.737;1.626;0.995;-0.067;-0.080;-0.001
4022-10-23-10192700:-4.091;-1.889;-8.567;-0.856;-0.740;1.634;0.995;-0.067;-0.080;-0.001
4022-10-23-10192700:-4.135;-1.928;-8.482;-0.857;-0.742;1.639;0.995;-0.067;-0.080;-0.001
4022-10-23-10192700:-4.194;-1.979;-8.370;-0.860;-0.745;1.646;0.995;-0.067;-0.080;-0.001
4022-10-23-10192700:-4.239;-2.018;-8.283;-0.861;-0.747;1.652;0.995;-0.067;-0.080;-0.001
4022-10-23-10192700:-4.298;-2.069;-8.170;-0.864;-0.749;1.660;0.995;-0.067;-0.080;-0.001
4022-10-23-10192700:-4.348;-2.112;-8.074;-0.866;-0.751;1.667;0.995;-0.067;-0.080;-0.001
4022-10-23-10192700:-4.405;-2.161;-7.965;-0.869;-0.753;1.674;0.995;-0.067;-0.080;-0.001
4022-10-23-10192800:-4.009;-1.816;-8.253;-0.705;-0.611;1.581;0.995;-0.067;-0.080;-0.001
4022-10-23-10192800:-4.054;-1.855;-8.151;-0.706;-0.611;1.587;0.995;-0.067;-0.080;-0.001
4022-10-23-10192800:-4.094;-1.890;-8.061;-0.707;-0.612;1.592;0.995;-0.067;-0.080;-0.001
4022-10-23-10192800:-4.141;-1.930;-7.955;-0.707;-0.612;1.599;0.995;-0.067;-0.080;-0.001
4022-10-23-10192800:-4.192;-1.975;-7.840;-0.708;-0.613;1.607;0.995;-0.067;-0.080;-0.001
4022-10-23-10192800:-4.231;-2.008;-7.753;-0.708;-0.614;1.612;0.995;-0.067;-0.080;-0.001
