4022-10-23-10191300:3.016;3.845;-20.396;-0.075;-0.024;-0.211;0.995;-0.067;-0.080;0.000
4022-10-23-10191300:3.011;3.843;-20.411;-0.076;-0.025;-0.209;0.995;-0.067;-0.080;0.000
4022-10-23-10191300:3.006;3.842;-20.425;-0.075;-0.025;-0.207;0.995;-0.067;-0.080;0.000
4022-10-23-10191300:3.002;3.840;-20.436;-0.076;-0.025;-0.206;0.995;-0.067;-0.080;0.000
4022-10-23-10191300:2.997;3.839;-20.449;-0.076;-0.025;-0.205;0.995;-0.067;-0.080;0.000
4022-10-23-10191300:2.992;3.837;-20.463;-0.077;-0.025;-0.202;0.995;-0.067;-0.080;0.000
4022-10-23-10191300:2.988;3.836;-20.474;-0.077;-0.025;-0.201;0.995;-0.067;-0.080;0.000
4022-10-23-10191300:2.982;3.834;-20.487;-0.078;-0.024;-0.199;0.995;-0.067;-0.080;0.000
4022-10-23-10191300:2.977;3.833;-20.500;-0.078;-0.025;-0.197;0.995;-0.067;-0.080;0.000
4022-10-23-10191300:2.973;3.831;-20.511;-0.080;-0.025;-0.195;0.995;-0.067;-0.080;0.000
4022-10-23-10191300:2.968;3.830;-20.523;-0.080;-0.025;-0.194;0.995;-0.067;-0.080;0.000
4022-10-23-10191300:2.963;3.828;-20.536;-0.081;-0.026;-0.192;0.995;-0.067;-0.080;0.000
4022-10-23-10191300:2.957;3.826;-20.548;-0.081;-0.026;-0.191;0.995;-0.067;-0.080;0.000
4022-10-23-10191300:2.953;3.825;-20.559;-0.081;-0.026;-0.190;0.995;-0.067;-0.080;0.000
4022-10-23-10191300:2.948;3.823;-20.571;-0.082;-0.026;-0.188;0.995;-0.067;-0.080;0.000
4022-10-23-10191400:2.938;3.878;-20.272;-0.083;-0.006;-0.109;0.995;-0.067;-0.080;0.000
4022-10-23-10191400:2.933;3.878;-20.279;-0.084;-0.006;-0.106;0.995;-0.067;-0.080;0.000
4022-10-23-10191400:2.928;3.877;-20.285;-0.084;-0.006;-0.104;0.995;-0.067;-0.080;0.000
4022-10-23-10191400:2.923;3.877;-20.291;-0.085;-0.007;-0.102;0.995;-0.067;-0.080;0.000
4022-10-23-10191400:2.917;3.877;-20.298;-0.085;-0.007;-0.098;0.995;-0.067;-0.080;0.000
4022-10-23-10191400:2.912;3.876;-20.303;-0.085;-0.007;-0.097;0.995;-0.067;-0.080;0.000
4022-10-23-10191400:2.906;3.876;-20.310;-0.086;-0.007;-0.095;0.995;-0.067;-0.080;0.000
4022-10-23-10191400:2.901;3.875;-20.316;-0.086;-0.007;-0.093;0.995;-0.067;-0.080;0.000
4022-10-23-10191400:2.896;3.875;-20.321;-0.086;-0.008;-0.092;0.995;-0.067;-0.080;0.000
4022-10-23-10191400:2.891;3.874;-20.327;-0.088;-0.008;-0.089;0.995;-0.067;-0.080;0.000
4022-10-23-10191400:2.885;3.874;-20.333;-0.088;-0.008;-0.088;0.995;-0.067;-0.080;0.000
4022-10-23-10191400:2.879;3.873;-20.338;-0.089;-0.008;-0.085;0.995;-0.067;-0.080;0.000
4022-10-23-10191400:2.874;3.873;-20.343;-0.089;-0.008;-0.083;0.995;-0.067;-0.080;0.000
4022-10-23-10191400:2.868;3.872;-20.348;-0.089;-0.008;-0.082;0.995;-0.067;-0.080;0.000
4022-10-23-10191400:2.862;3.872;-20.354;-0.089;-0.008;-0.079;0.995;-0.067;-0.080;0.000
4022-10-23-10191400:2.857;3.871;-20.358;-0.090;-0.008;-0.077;0.995;-0.067;-0.080;0.000
4022-10-23-10191500:2.840;3.862;-20.138;-0.095;-0.011;-0.019;0.995;-0.067;-0.080;0.000
4022-10-23-10191500:2.834;3.862;-20.139;-0.096;-0.011;-0.015;0.995;-0.067;-0.080;0.000
4022-10-23-10191500:2.827;3.861;-20.140;-0.096;-0.011;-0.013;0.995;-0.067;-0.080;0.000
4022-10-23-10191500:2.822;3.860;-20.140;-0.097;-0.011;-0.010;0.995;-0.067;-0.080;0.000
4022-10-23-10191500:2.816;3.859;-20.141;-0.097;-0.011;-0.008;0.995;-0.067;-0.080;0.000
4022-10-23-10191500:2.809;3.859;-20.141;-0.098;-0.011;-0.004;0.995;-0.067;-0.080;0.000
4022-10-23-10191500:2.804;3.858;-20.142;-0.098;-0.011;-0.002;0.995;-0.067;-0.080;0.000
4022-10-23-10191500:2.798;3.857;-20.142;-0.099;-0.011;0.000;0.995;-0.067;-0.080;0.000
4022-10-23-10191500:2.792;3.857;-20.142;-0.099;-0.010;0.002;0.995;-0.067;-0.080;0.000
4022-10-23-10191500:2.785;3.856;-20.141;-0.100;-0.010;0.006;0.995;-0.067;-0.080;0.000
4022-10-23-10191500:2.779;3.855;-20.141;-0.100;-0.010;0.009;0.995;-0.067;-0.080;0.000
4022-10-23-10191500:2.773;3.855;-20.140;-0.101;-0.010;0.011;0.995;-0.067;-0.080;0.000
4022-10-23-10191500:2.767;3.854;-20.140;-0.102;-0.009;0.013;0.995;-0.067;-0.080;0.000
4022-10-23-10191500:2.760;3.854;-20.139;-0.103;-0.009;0.017;0.995;-0.067;-0.080;0.000
4022-10-23-10191500:2.753;3.853;-20.137;-0.104;-0.010;0.019;0.995;-0.067;-0.080;0.000
4022-10-23-10191500:2.747;3.852;-20.136;-0.104;-0.010;0.021;0.995;-0.067;-0.080;0.000
4022-10-23-10191600:2.750;3.834;-20.000;-0.102;-0.017;0.058;0.995;-0.067;-0.080;0.000
4022-10-23-10191600:2.745;3.833;-19.997;-0.102;-0.016;0.062;0.995;-0.067;-0.080;0.000
4022-10-23-10191600:2.737;3.831;-19.992;-0.103;-0.017;0.066;0.995;-0.067;-0.080;0.000
4022-10-23-10191600:2.732;3.831;-19.988;-0.103;-0.017;0.068;0.995;-0.067;-0.080;0.000
4022-10-23-10191600:2.725;3.829;-19.984;-0.104;-0.017;0.072;0.995;-0.067;-0.080;0.000
4022-10-23-10191600:2.718;3.828;-19.979;-0.105;-0.017;0.075;0.995;-0.067;-0.080;0.000
4022-10-23-10191600:2.712;3.827;-19.975;-0.105;-0.017;0.078;0.995;-0.067;-0.080;0.000
4022-10-23-10191600:2.706;3.826;-19.970;-0.107;-0.017;0.081;0.995;-0.067;-0.080;0.000
4022-10-23-10191600:2.698;3.825;-19.964;-0.107;-0.016;0.084;0.995;-0.067;-0.080;0.000
4022-10-23-10191600:2.691;3.824;-19.959;-0.107;-0.016;0.086;0.995;-0.067;-0.080;0.000
4022-10-23-10191600:2.685;3.823;-19.954;-0.108;-0.016;0.090;0.995;-0.067;-0.080;0.000
4022-10-23-10191600:2.679;3.822;-19.948;-0.108;-0.016;0.092;0.995;-0.067;-0.080;0.000
4022-10-23-10191600:2.672;3.821;-19.942;-0.108;-0.016;0.095;0.995;-0.067;-0.080;0.000
4022-10-23-10191600:2.665;3.820;-19.936;-0.109;-0.016;0.097;0.995;-0.067;-0.080;0.000
4022-10-23-10191600:2.657;3.819;-19.929;-0.109;-0.016;0.099;0.995;-0.067;-0.080;0.000
4022-10-23-10191600:2.651;3.818;-19.924;-0.110;-0.016;0.102;0.995;-0.067;-0.080;0.000
4022-10-23-10191700:2.742;3.896;-19.868;-0.074;0.013;0.118;0.995;-0.067;-0.080;0.000
4022-10-23-10191700:2.738;3.897;-19.862;-0.074;0.014;0.121;0.995;-0.067;-0.080;0.000
4022-10-23-10191700:2.733;3.898;-19.853;-0.074;0.014;0.124;0.995;-0.067;-0.080;0.000
4022-10-23-10191700:2.729;3.899;-19.847;-0.074;0.014;0.126;0.995;-0.067;-0.080;0.000
4022-10-23-10191700:2.724;3.900;-19.838;-0.074;0.014;0.128;0.995;-0.067;-0.080;0.000
4022-10-23-10191700:2.719;3.901;-19.829;-0.074;0.014;0.131;0.995;-0.067;-0.080;0.000
4022-10-23-10191700:2.715;3.901;-19.822;-0.074;0.014;0.132;0.995;-0.067;-0.080;0.000
4022-10-23-10191700:2.711;3.902;-19.814;-0.074;0.015;0.136;0.995;-0.067;-0.080;0.000
4022-10-23-10191700:2.706;3.903;-19.805;-0.074;0.014;0.138;0.995;-0.067;-0.080;0.000
4022-10-23-10191700:2.701;3.904;-19.796;-0.074;0.014;0.140;0.995;-0.067;-0.080;0.000
4022-10-23-10191700:2.696;3.905;-19.787;-0.074;0.014;0.144;0.995;-0.067;-0.080;0.000
4022-10-23-10191700:2.692;3.906;-19.779;-0.074;0.013;0.146;0.995;-0.067;-0.080;0.000
4022-10-23-10191700:2.687;3.907;-19.769;-0.074;0.014;0.149;0.995;-0.067;-0.080;0.000
4022-10-23-10191700:2.683;3.908;-19.760;-0.074;0.014;0.152;0.995;-0.067;-0.080;0.000
4022-10-23-10191700:2.677;3.909;-19.749;-0.074;0.014;0.154;0.995;-0.067;-0.080;0.000
4022-10-23-10191700:2.674;3.909;-19.741;-0.074;0.014;0.157;0.995;-0.067;-0.080;0.000
4022-10-23-10191800:2.820;4.019;-19.796;-0.018;0.053;0.142;0.995;-0.067;-0.080;0.000
4022-10-23-10191800:2.819;4.022;-19.788;-0.016;0.055;0.144;0.995;-0.067;-0.080;-0.000
4022-10-23-10191800:2.818;4.026;-19.778;-0.016;0.056;0.147;0.995;-0.067;-0.080;-0.000
4022-10-23-10191800:2.817;4.030;-19.768;-0.015;0.057;0.149;0.995;-0.067;-0.080;-0.000
4022-10-23-10191800:2.816;4.033;-19.760;-0.014;0.057;0.151;0.995;-0.067;-0.080;-0.000
4022-10-23-10191800:2.815;4.037;-19.749;-0.013;0.058;0.153;0.995;-0.067;-0.080;-0.000
4022-10-23-10191800:2.814;4.040;-19.741;-0.013;0.059;0.156;0.995;-0.067;-0.080;-0.000
4022-10-23-10191800:2.813;4.044;-19.731;-0.012;0.059;0.158;0.995;-0.067;-0.080;-0.000
4022-10-23-10191800:2.813;4.048;-19.720;-0.011;0.060;0.162;0.995;-0.067;-0.080;-0.000
4022-10-23-10191800:2.812;4.051;-19.711;-0.010;0.060;0.164;0.995;-0.067;-0.080;-0.000
4022-10-23-10191800:2.811;4.055;-19.700;-0.010;0.061;0.167;0.995;-0.067;-0.080;0.000
4022-10-23-10191800:2.811;4.059;-19.689;-0.008;0.062;0.168;0.995;-0.067;-0.080;0.000
4022-10-23-10191800:2.810;4.063;-19.680;-0.008;0.063;0.171;0.995;-0.067;-0.080;0.000
4022-10-23-10191800:2.810;4.067;-19.668;-0.007;0.063;0.174;0.995;-0.067;-0.079;0.000
4022-10-23-10191800:2.809;4.071;-19.657;-0.006;0.064;0.176;0.995;-0.067;-0.079;0.000
4022-10-23-10191800:2.809;4.075;-19.646;-0.006;0.065;0.180;0.995;-0.067;-0.079;0.000
4022-10-23-10191900:2.672;3.902;-19.658;-0.055;0.001;0.176;0.995;-0.067;-0.079;0.000
4022-10-23-10191900:2.668;3.902;-19.646;-0.055;0.000;0.179;0.995;-0.067;-0.079;0.000
4022-10-23-10191900:2.665;3.902;-19.635;-0.055;-0.000;0.182;0.995;-0.067;-0.079;0.000
4022-10-23-10191900:2.661;3.902;-19.622;-0.055;-0.000;0.185;0.995;-0.067;-0.079;0.000
4022-10-23-10191900:2.658;3.902;-19.611;-0.055;-0.000;0.188;0.995;-0.067;-0.079;0.000
4022-10-23-10191900:2.654;3.902;-19.598;-0.055;-0.000;0.190;0.995;-0.067;-0.079;0.000
4022-10-23-10191900:2.651;3.902;-19.587;-0.056;0.000;0.192;0.995;-0.067;-0.079;0.000
4022-10-23-10191900:2.647;3.902;-19.574;-0.056;0.000;0.195;0.995;-0.067;-0.079;0.000
4022-10-23-10191900:2.643;3.902;-19.560;-0.056;0.000;0.199;0.995;-0.067;-0.079;0.000
4022-10-23-10191900:2.640;3.902;-19.550;-0.056;0.000;0.201;0.995;-0.067;-0.079;0.000
4022-10-23-10191900:2.636;3.902;-19.536;-0.056;0.001;0.204;0.995;-0.067;-0.079;0.000
4022-10-23-10191900:2.633;3.902;-19.523;-0.056;0.000;0.206;0.995;-0.067;-0.079;0.000
4022-10-23-10191900:2.630;3.902;-19.511;-0.056;0.000;0.209;0.995;-0.067;-0.079;0.000
4022-10-23-10191900:2.626;3.902;-19.498;-0.056;0.000;0.212;0.995;-0.067;-0.079;0.000
4022-10-23-10191900:2.622;3.902;-19.483;-0.057;-0.000;0.215;0.995;-0.067;-0.079;-0.000
4022-10-23-10191900:2.619;3.902;-19.471;-0.057;-0.001;0.216;0.995;-0.067;-0.081;-0.001
4022-10-23-10192000:1.997;3.318;-18.862;-0.284;-0.213;0.368;0.995;-0.067;-0.080;-0.001
4022-10-23-10192000:1.982;3.308;-18.843;-0.286;-0.213;0.372;0.995;-0.067;-0.080;-0.001
4022-10-23-10192000:1.965;3.295;-18.821;-0.288;-0.216;0.374;0.995;-0.067;-0.080;-0.001
4022-10-23-10192000:1.946;3.280;-18.795;-0.289;-0.218;0.378;0.995;-0.067;-0.080;-0.001
4022-10-23-10192000:1.929;3.267;-18.773;-0.291;-0.220;0.381;0.995;-0.067;-0.080;-0.001
4022-10-23-10192000:1.910;3.253;-18.748;-0.294;-0.222;0.385;0.995;-0.067;-0.080;-0.001
4022-10-23-10192000:1.889;3.237;-18.721;-0.296;-0.224;0.389;0.995;-0.067;-0.080;-0.001
4022-10-23-10192000:1.872;3.224;-18.699;-0.298;-0.226;0.392;0.995;-0.067;-0.080;-0.001
4022-10-23-10192000:1.852;3.209;-18.673;-0.300;-0.228;0.395;0.995;-0.067;-0.080;-0.001
4022-10-23-10192000:1.836;3.197;-18.651;-0.303;-0.230;0.398;0.995;-0.067;-0.080;-0.001
4022-10-23-10192000:1.816;3.182;-18.625;-0.305;-0.232;0.401;0.995;-0.067;-0.080;-0.001
4022-10-23-10192000:1.796;3.166;-18.598;-0.307;-0.235;0.405;0.995;-0.067;-0.080;-0.001
